k	program	signature	category	signature_genes_in_background	top_n	overlap_n	overlap_top50_n	overlap_genes	overlap_top50_genes	p_value	neg_log10_p
8	4	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
8	4	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
8	4	generic_stress	generic_stress	14	100	2	0	JUN,PPP1R15A		0.07548825739871948	1.1221205999412116
8	4	immune_contamination	contamination	13	100	0	0			1.0	-0.0
8	4	mural_contamination	contamination	10	100	0	0			1.0	-0.0
8	4	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
8	4	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
8	5	senescence_core	senescence	15	100	2	0	IGFBP7,SERPINE1		0.08528558800432069	1.0691243519392781
8	5	sasp_inflammatory	sasp	20	100	1	0	SERPINE1		0.4890811644551101	0.31061906245110604
8	5	ecm_degradation	ecm_remodeling	17	100	5	5	COL1A1,COL1A2,COL3A1,POSTN,TGFBI	COL1A1,COL1A2,COL3A1,POSTN,TGFBI	0.00015794076795008926	3.801505754662355
8	5	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
8	5	angiogenesis_hypoxia	communication	9	100	1	1	ANGPTL2	ANGPTL2	0.26039353388855496	0.5843698044025643
8	5	paracrine_communication	communication	12	100	0	0			1.0	-0.0
8	5	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
8	5	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
8	5	immune_contamination	contamination	13	100	0	0			1.0	-0.0
8	5	mural_contamination	contamination	10	100	1	0	TAGLN		0.2848110468007849	0.5454431699804685
8	5	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
8	5	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
8	6	senescence_core	senescence	15	100	0	0			1.0	-0.0
8	6	sasp_inflammatory	sasp	20	100	1	0	CXCL1		0.4890811644551101	0.31061906245110604
8	6	ecm_degradation	ecm_remodeling	17	100	3	2	FN1,HTRA1,TIMP3	HTRA1,TIMP3	0.016822689959406997	1.7741045590065203
8	6	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
8	6	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
8	6	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
8	6	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
8	6	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
8	6	immune_contamination	contamination	13	100	0	0			1.0	-0.0
8	6	mural_contamination	contamination	10	100	0	0			1.0	-0.0
8	6	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
8	6	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
8	7	senescence_core	senescence	15	100	0	0			1.0	-0.0
8	7	sasp_inflammatory	sasp	20	100	4	1	CCL3,CCL4,CXCL8,TNFAIP3	CCL4	0.003567942938810839	2.4475820997997664
8	7	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
8	7	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
8	7	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
8	7	paracrine_communication	communication	12	100	0	0			1.0	-0.0
8	7	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
8	7	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
8	7	immune_contamination	contamination	13	100	12	12	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	1.0524942654286188e-17	16.977780261762597
8	7	mural_contamination	contamination	10	100	0	0			1.0	-0.0
8	7	endothelial_contamination	contamination	7	100	2	0	EMCN,PECAM1		0.020221964382717908	1.6941766588767249
8	7	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
8	8	senescence_core	senescence	15	100	2	0	CDKN2A,LMNB1		0.08528558800432069	1.0691243519392781
8	8	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
8	8	ecm_degradation	ecm_remodeling	17	100	1	0	ADAMTS4		0.43477131809319347	0.3617391140906241
8	8	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
8	8	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
8	8	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
8	8	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
8	8	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
8	8	immune_contamination	contamination	13	100	3	0	HLA-DQA1,HLA-DRA,PTPRC		0.007783900365348736	2.1088027317140345
8	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
8	8	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
8	8	cycling_contamination	contamination	10	100	10	10	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	9.519843714272747e-16	15.021370181298938
9	1	senescence_core	senescence	15	100	2	1	BTG2,GADD45B	BTG2	0.08528558800432069	1.0691243519392781
9	1	sasp_inflammatory	sasp	20	100	2	1	SAA1,SOCS3	SOCS3	0.1390168715158232	0.8569324892309466
9	1	ecm_degradation	ecm_remodeling	17	100	3	1	ADAMTS5,LOX,MMP3	MMP3	0.016822689959406997	1.7741045590065203
9	1	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
9	1	angiogenesis_hypoxia	communication	9	100	1	0	ADM		0.26039353388855496	0.5843698044025643
9	1	paracrine_communication	communication	12	100	0	0			1.0	-0.0
9	1	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
9	1	generic_stress	generic_stress	14	100	8	8	DDIT4,FOS,JUN,MT1E,MT1M,MT1X,MT2A,TXNIP	DDIT4,FOS,JUN,MT1E,MT1M,MT1X,MT2A,TXNIP	2.6595794396900385e-09	8.57518703309156
9	1	immune_contamination	contamination	13	100	1	0	CD14		0.3533761800303181	0.45176272825891506
9	1	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	1	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	1	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	2	senescence_core	senescence	15	100	1	0	GADD45B		0.3954283587985156	0.4029321877586527
9	2	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
9	2	ecm_degradation	ecm_remodeling	17	100	1	0	COL3A1		0.43477131809319347	0.3617391140906241
9	2	fibrocartilage_matrix	fibrocartilage	16	100	15	15	ACAN,CHAD,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,FRZB,MGP,PRELP,SCRG1	ACAN,CHAD,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,FRZB,MGP,PRELP,SCRG1	3.0827374602485886e-22	21.51106346016496
9	2	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
9	2	paracrine_communication	communication	12	100	0	0			1.0	-0.0
9	2	progenitor_interface	progenitor_interface	8	100	1	0	GDF5		0.23515099238304482	0.6286531841066286
9	2	generic_stress	generic_stress	14	100	1	0	IER3		0.37475217407890277	0.42625583896605546
9	2	immune_contamination	contamination	13	100	0	0			1.0	-0.0
9	2	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	2	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	2	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	3	senescence_core	senescence	15	100	4	3	BTG2,CDKN1A,HMOX1,TNFRSF10D	CDKN1A,HMOX1,TNFRSF10D	0.0011410500279847252	2.942695314038047
9	3	sasp_inflammatory	sasp	20	100	4	2	ICAM1,IL11,MIF,PTGS2	MIF,PTGS2	0.003567942938810839	2.4475820997997664
9	3	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
9	3	fibrocartilage_matrix	fibrocartilage	16	100	2	1	CILP,SOX9	SOX9	0.09544243031613857	1.0202585104583135
9	3	angiogenesis_hypoxia	communication	9	100	6	6	ANGPTL4,BNIP3,HMOX1,MIF,SLC2A1,VEGFA	ANGPTL4,BNIP3,HMOX1,MIF,SLC2A1,VEGFA	8.50051833556952e-08	7.070554591531095
9	3	paracrine_communication	communication	12	100	9	8	ANGPTL4,BMP2,CCN1,CCN2,IL11,INHBA,MIF,TNFRSF12A,VEGFA	ANGPTL4,BMP2,CCN1,CCN2,INHBA,MIF,TNFRSF12A,VEGFA	6.420909104620564e-12	11.192403477979648
9	3	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
9	3	generic_stress	generic_stress	14	100	3	3	HMOX1,HSPA5,PPP1R15A	HMOX1,HSPA5,PPP1R15A	0.009672696775446087	2.014452426494684
9	3	immune_contamination	contamination	13	100	0	0			1.0	-0.0
9	3	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	3	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	3	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	4	senescence_core	senescence	15	100	0	0			1.0	-0.0
9	4	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
9	4	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
9	4	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
9	4	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
9	4	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
9	4	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
9	4	generic_stress	generic_stress	14	100	2	0	JUN,PPP1R15A		0.07548825739871948	1.1221205999412116
9	4	immune_contamination	contamination	13	100	0	0			1.0	-0.0
9	4	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	4	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	4	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	5	senescence_core	senescence	15	100	2	0	IGFBP7,SERPINE1		0.08528558800432069	1.0691243519392781
9	5	sasp_inflammatory	sasp	20	100	1	0	SERPINE1		0.4890811644551101	0.31061906245110604
9	5	ecm_degradation	ecm_remodeling	17	100	5	5	COL1A1,COL1A2,COL3A1,POSTN,TGFBI	COL1A1,COL1A2,COL3A1,POSTN,TGFBI	0.00015794076795008926	3.801505754662355
9	5	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
9	5	angiogenesis_hypoxia	communication	9	100	1	1	ANGPTL2	ANGPTL2	0.26039353388855496	0.5843698044025643
9	5	paracrine_communication	communication	12	100	0	0			1.0	-0.0
9	5	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
9	5	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
9	5	immune_contamination	contamination	13	100	0	0			1.0	-0.0
9	5	mural_contamination	contamination	10	100	1	0	TAGLN		0.2848110468007849	0.5454431699804685
9	5	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	5	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	6	senescence_core	senescence	15	100	0	0			1.0	-0.0
9	6	sasp_inflammatory	sasp	20	100	1	0	CXCL1		0.4890811644551101	0.31061906245110604
9	6	ecm_degradation	ecm_remodeling	17	100	2	2	HTRA1,TIMP3	HTRA1,TIMP3	0.10592506236370273	0.9750012716347
9	6	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
9	6	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
9	6	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
9	6	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
9	6	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
9	6	immune_contamination	contamination	13	100	0	0			1.0	-0.0
9	6	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	6	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	6	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	7	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
9	7	sasp_inflammatory	sasp	20	100	2	1	IL11,TNFAIP6	TNFAIP6	0.1390168715158232	0.8569324892309466
9	7	ecm_degradation	ecm_remodeling	17	100	4	4	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP1,TIMP3	0.0018910338451440306	2.7233006982159047
9	7	fibrocartilage_matrix	fibrocartilage	16	100	1	0	FMOD		0.41542742069734107	0.3815048408184566
9	7	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
9	7	paracrine_communication	communication	12	100	2	0	IL11,INHBA		0.057116475362200825	1.243238600566202
9	7	progenitor_interface	progenitor_interface	8	100	2	2	PRG4,TIMP3	PRG4,TIMP3	0.02638974840707613	1.578564750209635
9	7	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
9	7	immune_contamination	contamination	13	100	0	0			1.0	-0.0
9	7	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	7	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	7	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	8	senescence_core	senescence	15	100	0	0			1.0	-0.0
9	8	sasp_inflammatory	sasp	20	100	4	1	CCL3,CCL4,CXCL8,TNFAIP3	CCL4	0.003567942938810839	2.4475820997997664
9	8	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
9	8	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
9	8	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
9	8	paracrine_communication	communication	12	100	0	0			1.0	-0.0
9	8	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
9	8	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
9	8	immune_contamination	contamination	13	100	12	12	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	1.0524942654286188e-17	16.977780261762597
9	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	8	endothelial_contamination	contamination	7	100	2	0	EMCN,PECAM1		0.020221964382717908	1.6941766588767249
9	8	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
9	9	senescence_core	senescence	15	100	1	0	LMNB1		0.3954283587985156	0.4029321877586527
9	9	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
9	9	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
9	9	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
9	9	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
9	9	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
9	9	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
9	9	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
9	9	immune_contamination	contamination	13	100	3	0	HLA-DQA1,HLA-DRA,PTPRC		0.007783900365348736	2.1088027317140345
9	9	mural_contamination	contamination	10	100	0	0			1.0	-0.0
9	9	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
9	9	cycling_contamination	contamination	10	100	10	10	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	9.519843714272747e-16	15.021370181298938
10	1	senescence_core	senescence	15	100	2	1	BTG2,GADD45B	BTG2	0.08528558800432069	1.0691243519392781
10	1	sasp_inflammatory	sasp	20	100	2	1	SAA1,SOCS3	SOCS3	0.1390168715158232	0.8569324892309466
10	1	ecm_degradation	ecm_remodeling	17	100	3	1	ADAMTS5,LOX,MMP3	MMP3	0.016822689959406997	1.7741045590065203
10	1	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
10	1	angiogenesis_hypoxia	communication	9	100	1	0	ADM		0.26039353388855496	0.5843698044025643
10	1	paracrine_communication	communication	12	100	0	0			1.0	-0.0
10	1	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
10	1	generic_stress	generic_stress	14	100	9	8	ATF3,DDIT4,FOS,JUN,MT1E,MT1M,MT1X,MT2A,TXNIP	DDIT4,FOS,JUN,MT1E,MT1M,MT1X,MT2A,TXNIP	5.53130617854183e-11	10.257172301037093
10	1	immune_contamination	contamination	13	100	1	0	CD14		0.3533761800303181	0.45176272825891506
10	1	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	1	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	1	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	2	senescence_core	senescence	15	100	1	0	GADD45B		0.3954283587985156	0.4029321877586527
10	2	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
10	2	ecm_degradation	ecm_remodeling	17	100	1	0	COL3A1		0.43477131809319347	0.3617391140906241
10	2	fibrocartilage_matrix	fibrocartilage	16	100	15	15	ACAN,CHAD,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,FRZB,MGP,PRELP,SCRG1	ACAN,CHAD,CILP,CILP2,COL11A1,COL2A1,COL9A2,COL9A3,COMP,DCN,FMOD,FRZB,MGP,PRELP,SCRG1	3.0827374602485886e-22	21.51106346016496
10	2	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
10	2	paracrine_communication	communication	12	100	0	0			1.0	-0.0
10	2	progenitor_interface	progenitor_interface	8	100	1	0	GDF5		0.23515099238304482	0.6286531841066286
10	2	generic_stress	generic_stress	14	100	1	0	IER3		0.37475217407890277	0.42625583896605546
10	2	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	2	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	2	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	2	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	3	senescence_core	senescence	15	100	0	0			1.0	-0.0
10	3	sasp_inflammatory	sasp	20	100	1	0	MIF		0.4890811644551101	0.31061906245110604
10	3	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
10	3	fibrocartilage_matrix	fibrocartilage	16	100	3	2	CILP,DCN,PRELP	CILP,DCN	0.01418769182159589	1.8480882536391943
10	3	angiogenesis_hypoxia	communication	9	100	1	0	MIF		0.26039353388855496	0.5843698044025643
10	3	paracrine_communication	communication	12	100	3	2	CCN1,CCN2,MIF	CCN1,CCN2	0.006132741775973217	2.212345321246125
10	3	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
10	3	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
10	3	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	3	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	3	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	3	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	4	senescence_core	senescence	15	100	0	0			1.0	-0.0
10	4	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
10	4	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
10	4	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
10	4	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
10	4	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
10	4	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
10	4	generic_stress	generic_stress	14	100	2	0	JUN,PPP1R15A		0.07548825739871948	1.1221205999412116
10	4	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	4	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	4	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	4	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	5	senescence_core	senescence	15	100	3	3	CDKN1A,HMOX1,TNFRSF10D	CDKN1A,HMOX1,TNFRSF10D	0.011805608462311426	1.92791162442478
10	5	sasp_inflammatory	sasp	20	100	4	3	ICAM1,IL11,MIF,PTGS2	IL11,MIF,PTGS2	0.003567942938810839	2.4475820997997664
10	5	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
10	5	fibrocartilage_matrix	fibrocartilage	16	100	1	1	SOX9	SOX9	0.41542742069734107	0.3815048408184566
10	5	angiogenesis_hypoxia	communication	9	100	6	6	ANGPTL4,BNIP3,HMOX1,MIF,SLC2A1,VEGFA	ANGPTL4,BNIP3,HMOX1,MIF,SLC2A1,VEGFA	8.50051833556952e-08	7.070554591531095
10	5	paracrine_communication	communication	12	100	8	7	ANGPTL4,BMP2,CCN1,IL11,INHBA,MIF,TNFRSF12A,VEGFA	ANGPTL4,BMP2,IL11,INHBA,MIF,TNFRSF12A,VEGFA	4.630435074285933e-10	9.33437820088605
10	5	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
10	5	generic_stress	generic_stress	14	100	5	4	HMOX1,HSPA5,IER3,MT2A,PPP1R15A	HMOX1,HSPA5,IER3,PPP1R15A	5.529551904587946e-05	4.257310060964683
10	5	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	5	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	5	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	5	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	6	senescence_core	senescence	15	100	0	0			1.0	-0.0
10	6	sasp_inflammatory	sasp	20	100	1	0	CXCL1		0.4890811644551101	0.31061906245110604
10	6	ecm_degradation	ecm_remodeling	17	100	2	2	HTRA1,TIMP3	HTRA1,TIMP3	0.10592506236370273	0.9750012716347
10	6	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
10	6	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
10	6	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
10	6	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
10	6	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
10	6	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	6	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	6	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	6	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	7	senescence_core	senescence	15	100	2	0	IGFBP7,SERPINE1		0.08528558800432069	1.0691243519392781
10	7	sasp_inflammatory	sasp	20	100	1	0	SERPINE1		0.4890811644551101	0.31061906245110604
10	7	ecm_degradation	ecm_remodeling	17	100	6	5	COL1A1,COL1A2,COL3A1,MMP2,POSTN,TGFBI	COL1A1,COL1A2,COL3A1,POSTN,TGFBI	1.0100702308391408e-05	4.995648428390129
10	7	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
10	7	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
10	7	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
10	7	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
10	7	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
10	7	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	7	mural_contamination	contamination	10	100	1	0	TAGLN		0.2848110468007849	0.5454431699804685
10	7	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	7	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	8	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
10	8	sasp_inflammatory	sasp	20	100	1	1	TNFAIP6	TNFAIP6	0.4890811644551101	0.31061906245110604
10	8	ecm_degradation	ecm_remodeling	17	100	4	4	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP1,TIMP3	0.0018910338451440306	2.7233006982159047
10	8	fibrocartilage_matrix	fibrocartilage	16	100	1	0	FMOD		0.41542742069734107	0.3815048408184566
10	8	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
10	8	paracrine_communication	communication	12	100	0	0			1.0	-0.0
10	8	progenitor_interface	progenitor_interface	8	100	2	2	PRG4,TIMP3	PRG4,TIMP3	0.02638974840707613	1.578564750209635
10	8	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
10	8	immune_contamination	contamination	13	100	0	0			1.0	-0.0
10	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
10	8	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
10	8	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
10	9	senescence_core	senescence	15	100	0	0			1.0	-0.0
10	9	sasp_inflammatory	sasp	20	100	4	1	CCL3,CCL4,CXCL8,TNFAIP3	CCL4	0.003567942938810839	2.4475820997997664
10	9	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
10	9	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
10	9	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
10	9	paracrine_communication	communication	12	100	0	0			1.0	-0.0
10	9	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
10	9	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
10	9	immune_contamination	contamination	13	100	12	12	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	1.0524942654286188e-17	16.977780261762597
