k	program	signature	category	signature_genes_in_background	top_n	overlap_n	overlap_top50_n	overlap_genes	overlap_top50_genes	p_value	neg_log10_p
28	8	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	8	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	8	endothelial_contamination	contamination	7	100	1	0	FLT1		0.20905583688604873	0.6797377023445434
28	8	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	9	senescence_core	senescence	15	100	2	0	BTG2,CDKN1A		0.08528558800432069	1.0691243519392781
28	9	sasp_inflammatory	sasp	20	100	2	2	MIF,SOCS3	MIF,SOCS3	0.1390168715158232	0.8569324892309466
28	9	ecm_degradation	ecm_remodeling	17	100	1	0	MMP3		0.43477131809319347	0.3617391140906241
28	9	fibrocartilage_matrix	fibrocartilage	16	100	4	1	CHAD,COL9A2,COL9A3,FRZB	CHAD	0.0014832472387454557	2.8287864514845102
28	9	angiogenesis_hypoxia	communication	9	100	1	1	MIF	MIF	0.26039353388855496	0.5843698044025643
28	9	paracrine_communication	communication	12	100	3	3	CCN1,CCN2,MIF	CCN1,CCN2,MIF	0.006132741775973217	2.212345321246125
28	9	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	9	generic_stress	generic_stress	14	100	5	3	DDIT4,MT1E,MT1X,MT2A,TXNIP	DDIT4,MT1E,TXNIP	5.529551904587946e-05	4.257310060964683
28	9	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	9	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	9	endothelial_contamination	contamination	7	100	1	0	CLDN5		0.20905583688604873	0.6797377023445434
28	9	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	10	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	10	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	10	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	10	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	10	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
28	10	paracrine_communication	communication	12	100	2	2	CCN1,CXCL12	CCN1,CXCL12	0.057116475362200825	1.243238600566202
28	10	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
28	10	generic_stress	generic_stress	14	100	3	1	FOS,JUN,PPP1R15A	PPP1R15A	0.009672696775446087	2.014452426494684
28	10	immune_contamination	contamination	13	100	1	1	HLA-DRA	HLA-DRA	0.3533761800303181	0.45176272825891506
28	10	mural_contamination	contamination	10	100	1	0	SYNPO2		0.2848110468007849	0.5454431699804685
28	10	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	10	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	11	senescence_core	senescence	15	100	2	0	HMOX1,SERPINE1		0.08528558800432069	1.0691243519392781
28	11	sasp_inflammatory	sasp	20	100	2	1	MIF,SERPINE1	MIF	0.1390168715158232	0.8569324892309466
28	11	ecm_degradation	ecm_remodeling	17	100	1	0	TGFBI		0.43477131809319347	0.3617391140906241
28	11	fibrocartilage_matrix	fibrocartilage	16	100	6	5	CILP,COMP,DCN,FMOD,PRELP,SCRG1	CILP,DCN,FMOD,PRELP,SCRG1	6.713623089927696e-06	5.1730430441662545
28	11	angiogenesis_hypoxia	communication	9	100	3	1	ANGPTL2,HMOX1,MIF	MIF	0.0025165566454678286	2.599193289571539
28	11	paracrine_communication	communication	12	100	3	3	CCN1,CCN2,MIF	CCN1,CCN2,MIF	0.006132741775973217	2.212345321246125
28	11	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	11	generic_stress	generic_stress	14	100	1	0	HMOX1		0.37475217407890277	0.42625583896605546
28	11	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	11	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	11	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	11	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	12	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	12	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	12	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	12	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	12	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	12	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	12	progenitor_interface	progenitor_interface	8	100	2	0	SPARCL1,THY1		0.02638974840707613	1.578564750209635
28	12	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	12	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	12	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	12	endothelial_contamination	contamination	7	100	1	0	RAMP2		0.20905583688604873	0.6797377023445434
28	12	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	13	senescence_core	senescence	15	100	2	1	GADD45A,IGFBP7	GADD45A	0.08528558800432069	1.0691243519392781
28	13	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	13	ecm_degradation	ecm_remodeling	17	100	1	0	MMP2		0.43477131809319347	0.3617391140906241
28	13	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	13	angiogenesis_hypoxia	communication	9	100	1	0	CXCL12		0.26039353388855496	0.5843698044025643
28	13	paracrine_communication	communication	12	100	1	0	CXCL12		0.3312769380627967	0.4798087965982188
28	13	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	13	generic_stress	generic_stress	14	100	2	1	FOS,JUN	JUN	0.07548825739871948	1.1221205999412116
28	13	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	13	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	13	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	13	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	14	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	14	sasp_inflammatory	sasp	20	100	3	1	CXCL1,CXCL8,VCAM1	CXCL1	0.02626499908109733	1.5806226100550231
28	14	ecm_degradation	ecm_remodeling	17	100	2	2	HTRA1,TIMP3	HTRA1,TIMP3	0.10592506236370273	0.9750012716347
28	14	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	14	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	14	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
28	14	progenitor_interface	progenitor_interface	8	100	5	5	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	HBEGF,ITGBL1,PRG4,SPARCL1,TIMP3	1.8119298257958483e-06	5.7418586261182485
28	14	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	14	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	14	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	14	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	14	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	15	senescence_core	senescence	15	100	3	3	IGFBP3,IGFBP7,SERPINE1	IGFBP3,IGFBP7,SERPINE1	0.011805608462311426	1.92791162442478
28	15	sasp_inflammatory	sasp	20	100	1	1	SERPINE1	SERPINE1	0.4890811644551101	0.31061906245110604
28	15	ecm_degradation	ecm_remodeling	17	100	6	4	COL1A1,COL1A2,COL3A1,POSTN,TGFBI,TIMP1	COL1A1,COL1A2,COL3A1,TGFBI	1.0100702308391408e-05	4.995648428390129
28	15	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	15	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL2		0.26039353388855496	0.5843698044025643
28	15	paracrine_communication	communication	12	100	1	1	TNFRSF12A	TNFRSF12A	0.3312769380627967	0.4798087965982188
28	15	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	15	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	15	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	15	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	15	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	15	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	16	senescence_core	senescence	15	100	1	1	IGFBP5	IGFBP5	0.3954283587985156	0.4029321877586527
28	16	sasp_inflammatory	sasp	20	100	1	1	TNFAIP6	TNFAIP6	0.4890811644551101	0.31061906245110604
28	16	ecm_degradation	ecm_remodeling	17	100	4	3	FN1,HTRA1,TIMP1,TIMP3	FN1,HTRA1,TIMP3	0.0018910338451440306	2.7233006982159047
28	16	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	16	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	16	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	16	progenitor_interface	progenitor_interface	8	100	3	3	GDF5,PRG4,TIMP3	GDF5,PRG4,TIMP3	0.001718612309643267	2.764822081877302
28	16	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	16	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	16	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	16	endothelial_contamination	contamination	7	100	1	0	CLDN5		0.20905583688604873	0.6797377023445434
28	16	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	17	senescence_core	senescence	15	100	1	1	GADD45A	GADD45A	0.3954283587985156	0.4029321877586527
28	17	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	17	ecm_degradation	ecm_remodeling	17	100	1	0	ADAMTS5		0.43477131809319347	0.3617391140906241
28	17	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	17	angiogenesis_hypoxia	communication	9	100	1	1	ADM	ADM	0.26039353388855496	0.5843698044025643
28	17	paracrine_communication	communication	12	100	1	1	HBEGF	HBEGF	0.3312769380627967	0.4798087965982188
28	17	progenitor_interface	progenitor_interface	8	100	3	3	HBEGF,ITGBL1,PRG4	HBEGF,ITGBL1,PRG4	0.001718612309643267	2.764822081877302
28	17	generic_stress	generic_stress	14	100	2	0	DDIT3,TXNIP		0.07548825739871948	1.1221205999412116
28	17	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	17	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	17	endothelial_contamination	contamination	7	100	1	1	RAMP2	RAMP2	0.20905583688604873	0.6797377023445434
28	17	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	18	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	18	sasp_inflammatory	sasp	20	100	2	1	CXCL2,IL6	IL6	0.1390168715158232	0.8569324892309466
28	18	ecm_degradation	ecm_remodeling	17	100	1	1	MMP2	MMP2	0.43477131809319347	0.3617391140906241
28	18	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	18	angiogenesis_hypoxia	communication	9	100	1	1	CXCL12	CXCL12	0.26039353388855496	0.5843698044025643
28	18	paracrine_communication	communication	12	100	1	1	CXCL12	CXCL12	0.3312769380627967	0.4798087965982188
28	18	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	18	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	18	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	18	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	18	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	18	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	19	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	19	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	19	ecm_degradation	ecm_remodeling	17	100	6	4	COL1A1,COL1A2,MMP13,MMP2,POSTN,TGFBI	COL1A1,COL1A2,MMP2,POSTN	1.0100702308391408e-05	4.995648428390129
28	19	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	19	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	19	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	19	progenitor_interface	progenitor_interface	8	100	1	1	THY1	THY1	0.23515099238304482	0.6286531841066286
28	19	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	19	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	19	mural_contamination	contamination	10	100	1	1	TAGLN	TAGLN	0.2848110468007849	0.5454431699804685
28	19	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	19	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	20	senescence_core	senescence	15	100	1	0	SERPINE1		0.3954283587985156	0.4029321877586527
28	20	sasp_inflammatory	sasp	20	100	4	3	IL11,PTGS2,SERPINE1,TNFAIP6	IL11,PTGS2,TNFAIP6	0.003567942938810839	2.4475820997997664
28	20	ecm_degradation	ecm_remodeling	17	100	1	0	MMP3		0.43477131809319347	0.3617391140906241
28	20	fibrocartilage_matrix	fibrocartilage	16	100	3	1	COL11A1,COL2A1,SOX9	COL2A1	0.01418769182159589	1.8480882536391943
28	20	angiogenesis_hypoxia	communication	9	100	1	0	ANGPTL4		0.26039353388855496	0.5843698044025643
28	20	paracrine_communication	communication	12	100	7	4	ANGPTL4,BMP2,CCN1,IL11,INHBA,SPP1,TNFRSF12A	BMP2,IL11,INHBA,TNFRSF12A	2.3512173889923828e-08	7.628707214994515
28	20	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	20	generic_stress	generic_stress	14	100	1	1	HSPA5	HSPA5	0.37475217407890277	0.42625583896605546
28	20	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	20	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	20	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	20	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	21	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
28	21	sasp_inflammatory	sasp	20	100	1	0	TNFAIP3		0.4890811644551101	0.31061906245110604
28	21	ecm_degradation	ecm_remodeling	17	100	1	1	ADAMTS4	ADAMTS4	0.43477131809319347	0.3617391140906241
28	21	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	21	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	21	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	21	progenitor_interface	progenitor_interface	8	100	3	2	MCAM,SPARCL1,THY1	MCAM,THY1	0.001718612309643267	2.764822081877302
28	21	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	21	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	21	mural_contamination	contamination	10	100	10	10	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	ACTA2,ADGRF5,COX4I2,GJA4,MCAM,MYH11,RGS5,SYNPO2,TAGLN,TINAGL1	9.519843714272747e-16	15.021370181298938
28	21	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	21	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	22	senescence_core	senescence	15	100	1	1	IGFBP7	IGFBP7	0.3954283587985156	0.4029321877586527
28	22	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	22	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	22	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	22	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	22	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	22	progenitor_interface	progenitor_interface	8	100	1	1	MCAM	MCAM	0.23515099238304482	0.6286531841066286
28	22	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	22	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	22	mural_contamination	contamination	10	100	2	1	MCAM,TAGLN	MCAM	0.04063591767848533	1.3910899281542373
28	22	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	22	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	23	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	23	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	23	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	23	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	23	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	23	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	23	progenitor_interface	progenitor_interface	8	100	2	0	MCAM,SPARCL1		0.02638974840707613	1.578564750209635
28	23	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	23	immune_contamination	contamination	13	100	2	1	HLA-DQA1,HLA-DRA	HLA-DRA	0.06608603445253759	1.1798903075493172
28	23	mural_contamination	contamination	10	100	3	1	ADGRF5,MCAM,TINAGL1	ADGRF5	0.0035096309808797274	2.4547385448996337
28	23	endothelial_contamination	contamination	7	100	7	6	CLDN5,EMCN,FLT1,KDR,PECAM1,RAMP2,VWF	CLDN5,EMCN,KDR,PECAM1,RAMP2,VWF	3.4013043043974614e-11	10.468354511316738
28	23	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	24	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	24	sasp_inflammatory	sasp	20	100	5	2	CCL3,CCL4,CXCL3,CXCL8,TNFAIP3	CCL3,CXCL8	0.00036573164700467856	3.436837458243198
28	24	ecm_degradation	ecm_remodeling	17	100	1	0	TGFBI		0.43477131809319347	0.3617391140906241
28	24	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	24	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	24	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	24	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	24	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	24	immune_contamination	contamination	13	100	13	12	AIF1,C1QA,C1QB,C1QC,CD14,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	AIF1,C1QA,C1QB,C1QC,CYBB,FOLR2,HLA-DQA1,HLA-DRA,MARCO,MS4A6A,PTPRC,TYROBP	2.4194006414951792e-20	19.616292208536308
28	24	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	24	endothelial_contamination	contamination	7	100	1	0	PECAM1		0.20905583688604873	0.6797377023445434
28	24	cycling_contamination	contamination	10	100	1	0	UBE2C		0.2848110468007849	0.5454431699804685
28	25	senescence_core	senescence	15	100	1	1	LMNB1	LMNB1	0.3954283587985156	0.4029321877586527
28	25	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	25	ecm_degradation	ecm_remodeling	17	100	1	0	ADAMTS4		0.43477131809319347	0.3617391140906241
28	25	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	25	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	25	paracrine_communication	communication	12	100	1	0	TNFRSF12A		0.3312769380627967	0.4798087965982188
28	25	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	25	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	25	immune_contamination	contamination	13	100	2	0	HLA-DQA1,HLA-DRA		0.06608603445253759	1.1798903075493172
28	25	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	25	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	25	cycling_contamination	contamination	10	100	10	10	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	ASPM,BIRC5,CCNB2,CENPF,CEP55,MKI67,PIMREG,TOP2A,TPX2,UBE2C	9.519843714272747e-16	15.021370181298938
28	26	senescence_core	senescence	15	100	1	0	LMNB1		0.3954283587985156	0.4029321877586527
28	26	sasp_inflammatory	sasp	20	100	2	2	CCL4,TNFAIP3	CCL4,TNFAIP3	0.1390168715158232	0.8569324892309466
28	26	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	26	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	26	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	26	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	26	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	26	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	26	immune_contamination	contamination	13	100	3	1	HLA-DQA1,HLA-DRA,PTPRC	PTPRC	0.007783900365348736	2.1088027317140345
28	26	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	26	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	26	cycling_contamination	contamination	10	100	5	0	ASPM,CENPF,CEP55,MKI67,TOP2A		7.73430072527016e-06	5.111578945685981
28	27	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	27	sasp_inflammatory	sasp	20	100	4	3	CCL3,CCL4,CXCL3,TNFAIP3	CCL3,CCL4,TNFAIP3	0.003567942938810839	2.4475820997997664
28	27	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	27	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	27	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	27	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	27	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	27	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	27	immune_contamination	contamination	13	100	4	3	HLA-DQA1,HLA-DRA,MS4A6A,TYROBP	HLA-DQA1,HLA-DRA,TYROBP	0.0006288798113881723	3.2014323469846766
28	27	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	27	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	27	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
28	28	senescence_core	senescence	15	100	0	0			1.0	-0.0
28	28	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
28	28	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
28	28	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
28	28	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
28	28	paracrine_communication	communication	12	100	0	0			1.0	-0.0
28	28	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
28	28	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
28	28	immune_contamination	contamination	13	100	0	0			1.0	-0.0
28	28	mural_contamination	contamination	10	100	0	0			1.0	-0.0
28	28	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
28	28	cycling_contamination	contamination	10	100	5	3	CCNB2,CENPF,MKI67,TOP2A,TPX2	CCNB2,CENPF,MKI67	7.73430072527016e-06	5.111578945685981
30	1	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	1	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	1	ecm_degradation	ecm_remodeling	17	100	1	0	FN1		0.43477131809319347	0.3617391140906241
30	1	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	1	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	1	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	1	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	1	generic_stress	generic_stress	14	100	0	0			1.0	-0.0
30	1	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	1	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	1	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	1	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	2	senescence_core	senescence	15	100	3	0	GADD45B,GADD45G,IGFBP7		0.011805608462311426	1.92791162442478
30	2	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	2	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	2	fibrocartilage_matrix	fibrocartilage	16	100	9	9	CHAD,CILP,CILP2,COMP,DCN,FMOD,FRZB,PRELP,SCRG1	CHAD,CILP,CILP2,COMP,DCN,FMOD,FRZB,PRELP,SCRG1	2.9921187026726345e-10	9.524021181230998
30	2	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
30	2	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	2	progenitor_interface	progenitor_interface	8	100	1	0	GDF5		0.23515099238304482	0.6286531841066286
30	2	generic_stress	generic_stress	14	100	1	0	IER3		0.37475217407890277	0.42625583896605546
30	2	immune_contamination	contamination	13	100	0	0			1.0	-0.0
30	2	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	2	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	2	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	3	senescence_core	senescence	15	100	0	0			1.0	-0.0
30	3	sasp_inflammatory	sasp	20	100	3	2	ICAM1,SAA1,SAA2	ICAM1,SAA1	0.02626499908109733	1.5806226100550231
30	3	ecm_degradation	ecm_remodeling	17	100	1	1	LOX	LOX	0.43477131809319347	0.3617391140906241
30	3	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	3	angiogenesis_hypoxia	communication	9	100	4	3	ADM,ANGPTL4,BNIP3,SLC2A1	ADM,ANGPTL4,BNIP3	0.00012272363799414472	3.9110717790684646
30	3	paracrine_communication	communication	12	100	1	1	ANGPTL4	ANGPTL4	0.3312769380627967	0.4798087965982188
30	3	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	3	generic_stress	generic_stress	14	100	6	5	DDIT4,MT1E,MT1M,MT1X,MT2A,TXNIP	DDIT4,MT1E,MT1M,MT1X,MT2A	2.6565781849684616e-06	5.5756773979734415
30	3	immune_contamination	contamination	13	100	1	0	CD14		0.3533761800303181	0.45176272825891506
30	3	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	3	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	3	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	4	senescence_core	senescence	15	100	4	3	CDKN1A,GADD45B,GADD45G,TNFRSF10D	GADD45B,GADD45G,TNFRSF10D	0.0011410500279847252	2.942695314038047
30	4	sasp_inflammatory	sasp	20	100	3	2	NFKBIA,PTGS2,SOCS3	NFKBIA,SOCS3	0.02626499908109733	1.5806226100550231
30	4	ecm_degradation	ecm_remodeling	17	100	0	0			1.0	-0.0
30	4	fibrocartilage_matrix	fibrocartilage	16	100	3	3	DCN,MGP,SCRG1	DCN,MGP,SCRG1	0.01418769182159589	1.8480882536391943
30	4	angiogenesis_hypoxia	communication	9	100	2	1	ADM,ANGPTL2	ADM	0.033210660338964235	1.4787224890894424
30	4	paracrine_communication	communication	12	100	0	0			1.0	-0.0
30	4	progenitor_interface	progenitor_interface	8	100	0	0			1.0	-0.0
30	4	generic_stress	generic_stress	14	100	5	3	ATF3,DDIT3,FOS,IER3,JUN	FOS,IER3,JUN	5.529551904587946e-05	4.257310060964683
30	4	immune_contamination	contamination	13	100	1	0	CD14		0.3533761800303181	0.45176272825891506
30	4	mural_contamination	contamination	10	100	0	0			1.0	-0.0
30	4	endothelial_contamination	contamination	7	100	0	0			1.0	-0.0
30	4	cycling_contamination	contamination	10	100	0	0			1.0	-0.0
30	5	senescence_core	senescence	15	100	1	1	BTG2	BTG2	0.3954283587985156	0.4029321877586527
30	5	sasp_inflammatory	sasp	20	100	0	0			1.0	-0.0
30	5	ecm_degradation	ecm_remodeling	17	100	2	2	ADAMTS5,MMP3	ADAMTS5,MMP3	0.10592506236370273	0.9750012716347
30	5	fibrocartilage_matrix	fibrocartilage	16	100	0	0			1.0	-0.0
30	5	angiogenesis_hypoxia	communication	9	100	0	0			1.0	-0.0
