program_id	score_column	group_type	group	n_cells	mean_score	median_score	q25_score	q75_score	high_score_fraction
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|Ch.3(PRG4)	3851	0.6531848310163404	0.6232956751557197	0.3418914164485804	0.9287105183389582	0.7914827317579849
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|Ch.4(CFD)	167	-0.19028615077945057	-0.21240398487987827	-0.31043241689880713	-0.09752696281304954	0.017964071856287425
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|Ch.5(cycling)	231	-0.4269089868287525	-0.4206774307478341	-0.5699130870948652	-0.2978984334466111	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|PCL.1	190	-0.5072958749411325	-0.5139786622488001	-0.5818778829304976	-0.42670145775596613	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|inner|PCL.2	34	-0.49248993925462453	-0.46992681692303706	-0.5969579563935213	-0.3902570343427437	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|Ch.1(CHAD)	1131	0.41019639627113413	0.3071335846266213	-0.03320995418565978	0.7660965364954508	0.5128205128205128
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|Ch.2(FNDC1)	2171	-0.035899862738700404	-0.05816866423393492	-0.2321502739552468	0.12343731947118286	0.1381851681252879
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|Ch.3(PRG4)	429	0.39211962448045007	0.18060308679563772	-0.14618216631366568	0.8711505487802492	0.4522144522144522
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|Ch.4(CFD)	1071	-0.2129868945431139	-0.23547359811802293	-0.3710362290451171	-0.0863741486814846	0.029878618113912233
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|Ch.5(cycling)	57	-0.39487359276810463	-0.3741608759899529	-0.5504522961794653	-0.19667694483893808	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|PCL.1	498	-0.5616055881229055	-0.5679038204476696	-0.6377498858246834	-0.49631291056737825	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	abnormal|outer|PCL.2	144	-0.5670981601223745	-0.5800399898221875	-0.6691896721857915	-0.4830845094011958	0.0
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	normal|inner|Ch.1(CHAD)	6265	0.07520899199271873	0.06021827746588319	-0.13825956097497827	0.27349415791839726	0.24054269752593774
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	normal|inner|Ch.2(FNDC1)	125	0.06366521556471755	0.056165210277705234	-0.11474558635079628	0.22152065973471252	0.208
K12_P2_fibrocartilage_matrix	score_K12_P2_fibrocartilage_matrix	status_anatomy_celltype	normal|inner|Ch.3(PRG4)	371	0.17973195318529203	0.17514997220102332	0.03604782635335582	0.3210573734757698	0.3018867924528302
