gene	n_datasets	n_tissues	tissues	weighted_delta_s1_minus_s2	stouffer_z	p_value	n_positive_datasets	n_negative_datasets	fdr	evidence_tier
UGT3A1	1	1	cartilage	0.09507763063625232	0.48848595100863446	0.6252056744681889	1	0	0.9418359356910875	mixed_or_weak
S100A7A	1	1	cartilage	0.014054423585963965	0.48848595100863446	0.6252056744681889	1	0	0.9418359356910875	mixed_or_weak
MT3	2	2	cartilage;synovium	0.12180253937662903	0.4884075446592301	0.6252611989171628	1	1	0.941857031425521	mixed_or_weak
GCG	3	2	cartilage;synovium	0.2701000030271515	0.4881297796659065	0.6254579188212028	2	1	0.9419999631872221	candidate_S1_high
LMO3	5	3	cartilage;meniscus;synovium	-0.1321852726201377	0.488097662365703	0.6254806667927146	2	3	0.9419999631872221	S2_high_or_inverse
IL17RB	3	2	meniscus;synovium	0.28092443277833684	0.48584901829548777	0.6270742170106842	2	1	0.9438314536224126	candidate_S1_high
SYT16	1	1	cartilage	0.2783693347100568	0.48579454787670834	0.6271128402837685	1	0	0.9438314536224126	mixed_or_weak
IGLON5	1	1	cartilage	0.11834075803060522	0.48579454787670834	0.6271128402837685	1	0	0.9438314536224126	mixed_or_weak
TSHB	3	2	cartilage;synovium	0.19617931983620104	0.4857043669237483	0.6271767870282614	2	1	0.943859770555623	candidate_S1_high
UGT8	3	2	cartilage;synovium	0.42360029705106633	0.4853018178768386	0.6274622661680652	3	0	0.9441067952876354	candidate_S1_high
SCNN1A	3	2	cartilage;synovium	0.19319656465599594	0.48470950109101396	0.6278824259172924	1	2	0.9446763248330476	mixed_or_weak
TSC22D2	3	2	cartilage;synovium	0.12336972865675734	0.48452872060224955	0.6280106865428565	2	1	0.9447488598639228	candidate_S1_high
LOC284865	2	2	cartilage;meniscus	0.3560692109457506	0.4844973339842829	0.6280329559494117	2	0	0.9447488598639228	candidate_S1_high
SLC10A2	3	2	cartilage;synovium	0.2514504837698401	0.4841815261437744	0.6282570465039241	2	1	0.9449265908297981	candidate_S1_high
TCF12	3	2	meniscus;synovium	0.13581814722389382	0.4838488802888034	0.6284931220137717	2	1	0.9451799395901282	candidate_S1_high
NR1H3	3	1	synovium	0.2277361018089627	0.48332217149588513	0.6288669998035741	2	1	0.9455932005531138	candidate_S1_high
COL9A3	4	2	meniscus;synovium	0.40244082945427156	0.48248446846360593	0.629461829105955	2	2	0.9461113259633902	candidate_S1_high
CDC42BPG	2	2	cartilage;synovium	0.17011940913765902	0.4820991841313748	0.6297354893978926	2	0	0.9464599378189754	candidate_S1_high
SNORD84	1	1	cartilage	0.19988331943743365	0.48183957395228333	0.6299199143466223	1	0	0.9464862778723443	mixed_or_weak
MIR548Q	1	1	cartilage	0.17181335304444	0.48183957395228333	0.6299199143466223	1	0	0.9464862778723443	mixed_or_weak
LOC100128675	1	1	cartilage	0.11270699731397209	0.48183957395228333	0.6299199143466223	1	0	0.9464862778723443	mixed_or_weak
CPS1	2	1	synovium	0.243251242439952	0.4816555011345012	0.6300506921504929	1	1	0.9465149145335462	mixed_or_weak
SFTPA1	4	3	cartilage;meniscus;synovium	0.1560324674958497	0.4816365579082162	0.630064151360278	3	1	0.9465149145335462	candidate_S1_high
DPP4	4	2	meniscus;synovium	0.2161691264055663	0.4815477130414054	0.6301272774994615	2	2	0.9465470606448436	candidate_S1_high
AOC4	2	2	cartilage;synovium	0.1721544836916264	0.48145958645574105	0.6301898959529653	2	0	0.9465784399282919	candidate_S1_high
C5ORF34	2	2	meniscus;synovium	0.2959227442694899	0.48100864643124036	0.6305103535133579	1	1	0.946997077342052	mixed_or_weak
TNFRSF13C	2	2	cartilage;synovium	0.150467691905803	0.4804201204314295	0.6309286902015974	1	1	0.9475626594632571	mixed_or_weak
FCN3	4	2	cartilage;synovium	0.167880500782196	0.4798563654412735	0.6313295300686412	3	1	0.9479763725476308	candidate_S1_high
RABL6	3	2	meniscus;synovium	0.16676330071791648	0.47959860056169334	0.6315128416373197	2	1	0.9480172182814861	candidate_S1_high
GPR27	3	2	cartilage;synovium	0.15220593518671074	0.4795936866536338	0.6315163364227514	2	1	0.9480172182814861	candidate_S1_high
HIST1H4D	3	2	cartilage;synovium	0.07931957469249891	0.47955660792225624	0.631542707187835	1	2	0.9480172182814861	mixed_or_weak
OR1L4	1	1	cartilage	0.38888694271426183	0.47907300807726494	0.6318866911709151	1	0	0.9481853345585128	mixed_or_weak
KRT8P41	1	1	cartilage	0.1673512077260149	0.47907300807726494	0.6318866911709151	1	0	0.9481853345585128	mixed_or_weak
RNASEK-C17ORF49	1	1	cartilage	0.043606026893174596	0.47907300807726494	0.6318866911709151	1	0	0.9481853345585128	mixed_or_weak
LINC00639	2	2	cartilage;synovium	0.11025001913810338	0.47767248845210897	0.6328833285071485	2	0	0.9495552234841032	candidate_S1_high
OR10A5	1	1	cartilage	0.5085301112350343	0.4772548876357664	0.6331806306228769	1	0	0.9496583732854316	mixed_or_weak
TAS2R39	1	1	cartilage	0.1731729252102042	0.4772548876357664	0.6331806306228769	1	0	0.9496583732854316	mixed_or_weak
FAM132A	2	2	cartilage;synovium	0.07328947221658463	0.4770575076429097	0.6333211717823954	1	1	0.9496583732854316	mixed_or_weak
SMIM1	1	1	cartilage	0.5304243671323209	0.47617390122480224	0.6339504912922143	1	0	0.9496583732854316	mixed_or_weak
CXORF40A	1	1	cartilage	0.180507044847378	0.47617390122480224	0.6339504912922143	1	0	0.9496583732854316	mixed_or_weak
SNORA40	1	1	cartilage	0.13507570115851553	0.47617390122480224	0.6339504912922143	1	0	0.9496583732854316	mixed_or_weak
SNORD50B	1	1	cartilage	0.1185488470439717	0.47617390122480224	0.6339504912922143	1	0	0.9496583732854316	mixed_or_weak
PIK3CG	3	2	cartilage;synovium	0.2405288534430138	0.4761105546505743	0.6339956179775904	1	2	0.9496583732854316	mixed_or_weak
IL8	2	2	cartilage;synovium	0.16928410241489547	0.4760498036077214	0.6340388969428903	1	1	0.9496583732854316	mixed_or_weak
ARR3	3	2	cartilage;synovium	0.20575250470470563	0.4758419909403277	0.6341869518847637	3	0	0.9496583732854316	candidate_S1_high
LY86	3	2	cartilage;synovium	0.2961062862845351	0.4757770142167631	0.6342332471833074	2	1	0.9496583732854316	candidate_S1_high
MARCO	5	3	cartilage;meniscus;synovium	0.08800522647008646	0.47572612424834576	0.6342695068020039	2	3	0.9496583732854316	candidate_S1_high
GPHN	3	2	meniscus;synovium	0.2909625482366503	0.4756823415446968	0.6343007031249703	2	1	0.9496583732854316	candidate_S1_high
TPRG1-AS2	1	1	cartilage	0.4356042085782924	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
FAM205A	1	1	cartilage	0.4153109188389251	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
THEM5	1	1	cartilage	0.28771219437398776	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
HOXD4	1	1	cartilage	0.28088824642681703	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
LOC100128076	1	1	cartilage	0.24871926122639396	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
LOC100132077	1	1	cartilage	0.1776349472463158	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
LANCL3	1	1	cartilage	0.16800942550520198	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
ZNF541	1	1	cartilage	0.07615602566264412	0.4756361552585341	0.6343336127676273	1	0	0.9496583732854316	mixed_or_weak
CYP27B1	3	1	synovium	-0.10596542980873414	0.47416429703268115	0.6353827510741205	1	2	0.9501538992844178	S2_high_or_inverse
POLG2	3	1	synovium	-0.07585053935820053	0.47399382966294695	0.6355043073177029	1	2	0.9501538992844178	S2_high_or_inverse
TF	3	2	meniscus;synovium	0.07377427870898581	0.47395985880919206	0.6355285323026731	2	1	0.9501538992844178	candidate_S1_high
FOXA2	2	2	cartilage;synovium	0.34138700043795345	0.4738943418978059	0.6355752542256561	1	1	0.9501538992844178	mixed_or_weak
EXOC6B	3	2	cartilage;synovium	0.1634839397226626	0.4738914117017226	0.6355773438634809	3	0	0.9501538992844178	candidate_S1_high
TGFBRAP1	3	2	cartilage;synovium	0.12339149746336188	0.4738914117017226	0.6355773438634809	2	1	0.9501538992844178	candidate_S1_high
PAPPA	3	2	meniscus;synovium	0.07665890995040653	0.4738459777062544	0.635609745000037	1	2	0.9501538992844178	mixed_or_weak
QRSL1	2	2	meniscus;synovium	0.2981553422334059	0.4732987580100147	0.6360000480951054	1	1	0.9501538992844178	mixed_or_weak
CILP2	2	2	meniscus;synovium	0.42870347024422256	0.4727335569887111	0.636403282463493	1	1	0.9501538992844178	mixed_or_weak
RPRM	3	2	cartilage;synovium	-0.04558132337034488	0.47256546109340786	0.6365232288050605	2	1	0.9501538992844178	S2_high_or_inverse
ADI1	2	2	meniscus;synovium	0.1567271305171475	0.4723706942148367	0.6366622183831866	1	1	0.9501538992844178	mixed_or_weak
SIT1	3	2	cartilage;synovium	0.2262715273410386	0.47227829305643226	0.6367281621887733	2	1	0.9501538992844178	candidate_S1_high
COL21A1	3	2	meniscus;synovium	0.17976185841432085	0.47199375680032707	0.6369312448542286	2	1	0.9501538992844178	candidate_S1_high
TCAP	4	2	cartilage;synovium	0.08927275770734329	0.47191079076328696	0.6369904655164222	2	2	0.9501538992844178	candidate_S1_high
LIME1	2	1	synovium	0.10183411598511372	0.4709249637313908	0.6376943203436293	2	0	0.9501538992844178	candidate_S1_high
ARL14EP	2	2	meniscus;synovium	0.2745807861226253	0.4703394038987426	0.6381125495732853	2	0	0.9501538992844178	candidate_S1_high
NXF2	3	2	meniscus;synovium	0.19177314853469796	0.4702812533600388	0.6381540892022995	1	2	0.9501538992844178	mixed_or_weak
CALN1	2	2	cartilage;synovium	0.09929491528657847	0.4700425355827863	0.6383246282940996	2	0	0.9501538992844178	candidate_S1_high
MSMP	3	3	cartilage;meniscus;synovium	0.34744244909569666	0.4697734443494657	0.638516889013591	2	1	0.9501538992844178	candidate_S1_high
FBXO22	3	1	synovium	0.22210353417300877	0.46921995267158256	0.6389124250024991	2	1	0.9501538992844178	candidate_S1_high
APOC2	4	2	meniscus;synovium	0.29641009940565793	0.46911760958803234	0.6389855726310385	2	2	0.9501538992844178	candidate_S1_high
TRAPPC13	2	1	synovium	0.23966237944191218	0.4686337869637634	0.6393314225048885	2	0	0.9501538992844178	candidate_S1_high
SLC27A2	3	2	cartilage;synovium	0.35797882492257727	0.4686029156217262	0.6393534928615177	2	1	0.9501538992844178	candidate_S1_high
AL832937	1	1	synovium	0.22315446870386743	0.4680534948850122	0.6397463348636592	1	0	0.9501538992844178	mixed_or_weak
HOXC11	2	2	cartilage;synovium	0.02161096519266402	0.4677147522821655	0.639988589987698	1	1	0.9501538992844178	mixed_or_weak
UBE2D1	3	2	meniscus;synovium	0.1033198638290368	0.4666602116684543	0.6407430007922891	1	2	0.9501538992844178	mixed_or_weak
MYB	3	2	cartilage;synovium	0.2757387357731004	0.46645028205809363	0.6408932272738577	2	1	0.9501538992844178	candidate_S1_high
EMILIN2	3	2	meniscus;synovium	0.06331811149522348	0.4660289885170959	0.6411947510222558	2	1	0.9501538992844178	candidate_S1_high
LINC00525	1	1	cartilage	0.2040379347552138	0.4656781133660056	0.641445920857101	1	0	0.9501538992844178	mixed_or_weak
OR1L3	1	1	cartilage	0.1821255013689993	0.4656781133660056	0.641445920857101	1	0	0.9501538992844178	mixed_or_weak
AX747189	1	1	synovium	0.5097410946522657	0.46539244331168383	0.6416504447052669	1	0	0.9501538992844178	mixed_or_weak
AZGP1P1	3	2	cartilage;synovium	0.11015676115058556	0.46519179041534947	0.641794117262239	2	1	0.9501538992844178	candidate_S1_high
CRY2	3	2	meniscus;synovium	0.21859782272329842	0.4651384767896966	0.6418322934241	2	1	0.9501538992844178	candidate_S1_high
SLC18A1	3	2	cartilage;synovium	0.061419146834070924	0.46492111305662526	0.6419879503558801	2	1	0.9501538992844178	candidate_S1_high
SNORD113-9	1	1	cartilage	0.24017932568517383	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
KRT74	1	1	cartilage	0.21652166657969502	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
MIR302B	1	1	cartilage	0.2137193518574234	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
LOC257358	1	1	cartilage	0.1978259227092721	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
KRT78	1	1	cartilage	0.17792415168096037	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
POTEE	1	1	cartilage	0.16721422666375713	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
C19ORF69	1	1	cartilage	0.16159286020714542	0.4649085584206453	0.6419969413708615	1	0	0.9501538992844178	mixed_or_weak
RP11-105N14.1	1	1	synovium	0.17337414967470438	0.4648590420552524	0.6420324030765888	1	0	0.9501538992844178	mixed_or_weak
AOX1	3	1	synovium	0.14069468634445534	0.46453970973644015	0.642261116135804	2	1	0.9501538992844178	candidate_S1_high
PRR7	3	1	synovium	0.10963981705044125	0.46444664226059984	0.6423277795619267	2	1	0.9501538992844178	candidate_S1_high
ZIC3	3	2	cartilage;synovium	0.2081696849391469	0.46401614409385067	0.6426361791523223	2	1	0.9501538992844178	candidate_S1_high
HDHD1	1	1	cartilage	0.4982427547836288	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
PSMC1	1	1	cartilage	0.4023158467656842	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
RP1-177G6.2	1	1	cartilage	0.3288973245012292	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
RSPRY1	1	1	cartilage	0.3077619669366592	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
ERVFRD-1	1	1	cartilage	0.28139041456041947	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
C19ORF44	1	1	cartilage	0.2695408566234669	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
SLC39A4	1	1	cartilage	0.26003166192018035	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
LSMD1	1	1	cartilage	0.23522457779307984	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
C9ORF89	1	1	cartilage	0.22233397442909367	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
F8A1	1	1	cartilage	0.17632378189016232	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
RPS12	1	1	cartilage	0.14843534617938947	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
ISPD	1	1	cartilage	0.13741197190438598	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
ATOX1	1	1	cartilage	0.1359468386235304	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
WBSCR16	1	1	cartilage	0.06378507232644579	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
EDARADD	1	1	cartilage	0.05495674123762483	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
IMMP1L	1	1	cartilage	0.044664469897396426	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
LINC00238	1	1	cartilage	0.031212921165374257	0.46400095861941726	0.6426470588235293	1	0	0.9501538992844178	mixed_or_weak
BC036594	1	1	synovium	0.27605518408062196	0.46353352170077083	0.6429819926635799	1	0	0.9501538992844178	mixed_or_weak
SAYSD1	3	2	meniscus;synovium	0.345212279800645	0.46341787303069604	0.6430648699200009	2	1	0.9501538992844178	candidate_S1_high
ECEL1	4	2	cartilage;synovium	0.09847355820972042	0.4633490802108507	0.6431141709957253	2	2	0.9501538992844178	candidate_S1_high
RP11-1057B6.1	1	1	synovium	0.5848789113646329	0.4632697757211244	0.6431710073168706	1	0	0.9501538992844178	mixed_or_weak
AF520793	1	1	synovium	0.1458520184135555	0.4632697757211244	0.6431710073168706	1	0	0.9501538992844178	mixed_or_weak
EMBP1	2	2	cartilage;synovium	0.31035311651513037	0.46297110859143037	0.6433850762428295	2	0	0.9501538992844178	candidate_S1_high
AJ606316	1	1	synovium	0.3789353325907664	0.4628749995303623	0.6434539684707612	1	0	0.9501538992844178	mixed_or_weak
PRB4	3	2	cartilage;synovium	0.11740296210780174	0.46284443767009076	0.6434758762529105	2	1	0.9501538992844178	candidate_S1_high
CTD-2086O20.3	1	1	synovium	0.11946869606147968	0.4626123753960119	0.6436422365024526	1	0	0.9501538992844178	mixed_or_weak
CXCL2	3	2	cartilage;synovium	0.3306262979220695	0.4623570938238411	0.6438252627772953	2	1	0.9501538992844178	candidate_S1_high
RP13-270P17.3	1	1	synovium	0.5588868848971575	0.4620884654030192	0.6440178815155048	1	0	0.9501538992844178	mixed_or_weak
FAM26F	1	1	synovium	0.4343136481239438	0.46182717702170717	0.6442052600533668	1	0	0.9501538992844178	mixed_or_weak
DEFA4	4	3	cartilage;meniscus;synovium	0.17413384862328568	0.4618174622011098	0.6442122273085027	1	3	0.9501538992844178	mixed_or_weak
BC035400	1	1	synovium	0.734238249219165	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
TRMT10C	1	1	synovium	0.37346018377239565	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
VRK2	1	1	synovium	0.3696479676990789	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
ALDH16A1	1	1	synovium	0.3348568904066267	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
GDPD1	1	1	synovium	0.29769548378385957	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
GTF2B	1	1	synovium	0.26339275518581573	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
AK097702	1	1	synovium	0.20950560630212703	0.46169669893546944	0.6442988386692154	1	0	0.9501538992844178	mixed_or_weak
HCN2	3	2	cartilage;synovium	0.38025363766683684	0.46140612210823295	0.6445072600290775	3	0	0.9501538992844178	candidate_S1_high
PHLDA3	2	2	meniscus;synovium	0.19441391017240844	0.46104037387367436	0.6447696391314907	1	1	0.9501538992844178	mixed_or_weak
C1ORF112	2	1	synovium	0.33896322652696004	0.46080620338105377	0.64493765072022	1	1	0.9501538992844178	mixed_or_weak
CCP110	3	1	synovium	0.13187410231663813	0.4605569041061189	0.6451165367647649	2	1	0.9501538992844178	candidate_S1_high
HEY1	4	2	meniscus;synovium	0.08508091666869218	0.4600582776563426	0.645474390491314	2	2	0.9501538992844178	candidate_S1_high
ENPEP	4	2	cartilage;synovium	0.04692803049809784	0.46004536756119296	0.6454836568860141	2	2	0.9501538992844178	candidate_S1_high
EPCAM	5	3	cartilage;meniscus;synovium	0.1497809645900099	0.45962133667400873	0.6457880413496249	3	2	0.9501538992844178	candidate_S1_high
RND3	2	1	synovium	0.16849969071803678	0.45936759757120904	0.645970212684998	1	1	0.9501538992844178	mixed_or_weak
GNAT3	3	2	cartilage;synovium	0.2139559613410414	0.45933087794110017	0.6459965772079441	2	1	0.9501538992844178	candidate_S1_high
EEF1DP3	2	2	cartilage;synovium	0.25351529750262947	0.45930687055224634	0.6460138146414415	1	1	0.9501538992844178	mixed_or_weak
COL4A4	2	1	synovium	0.08806088285164855	0.45922348125955176	0.6460736900759358	1	1	0.9501538992844178	mixed_or_weak
EVPL	4	2	cartilage;synovium	0.09484572937279596	0.4583236327302106	0.6467199478665421	2	2	0.9501538992844178	candidate_S1_high
CDH6	3	2	cartilage;synovium	-0.05436504813396685	0.4581917724537444	0.6468146703543959	1	2	0.9501538992844178	S2_high_or_inverse
REPS2	3	1	synovium	0.22776690344890074	0.4581228918509791	0.6468641533549639	2	1	0.9501538992844178	candidate_S1_high
MST1L	3	1	synovium	0.16435250533911006	0.4581228918509791	0.6468641533549639	3	0	0.9501538992844178	candidate_S1_high
GALNT4	4	2	cartilage;synovium	-0.049571983277649986	0.45806618957207856	0.6469048887652306	1	3	0.9501538992844178	S2_high_or_inverse
HOOK1	4	2	cartilage;synovium	0.07786345661960503	0.4569508394218982	0.6477063809783228	2	2	0.9501538992844178	candidate_S1_high
E2F5	3	2	meniscus;synovium	0.16438730093400247	0.4566897480908664	0.6478940606298473	1	2	0.9501538992844178	mixed_or_weak
DISP2	2	2	cartilage;synovium	0.1001335780866198	0.4560335196190634	0.6483658745501552	1	1	0.9501538992844178	mixed_or_weak
C9ORF84	2	2	cartilage;meniscus	0.32954825206347793	0.4552206838403658	0.6489504814717846	1	1	0.9501538992844178	mixed_or_weak
CTSS	3	1	synovium	0.18694310158324087	0.4547034191625809	0.6493226207161933	2	1	0.9501538992844178	candidate_S1_high
