gene	n_datasets	n_tissues	tissues	weighted_delta_s1_minus_s2	stouffer_z	p_value	n_positive_datasets	n_negative_datasets	fdr	evidence_tier
ZNF695	1	1	cartilage	-0.9032385165505492	-1.7602142750758896	0.07837148250251011	0	1	0.5739605694803845	S2_high_or_inverse
LOC100133985	1	1	cartilage	-0.9202752296585477	-1.7602142750758896	0.07837148250251011	0	1	0.5739605694803845	S2_high_or_inverse
PLA2G10	1	1	cartilage	-0.9083098624580329	-1.7667451044917053	0.07727092591533095	0	1	0.5683605465148501	S2_high_or_inverse
LINC00029	2	2	cartilage;meniscus	-0.7312092504231672	-1.7684553496997504	0.07698481039097332	0	2	0.5671740766651513	S2_high_or_inverse
TMEM252	1	1	cartilage	-0.7931337860109116	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LINC00558	1	1	cartilage	-0.7962576971455483	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LOC644248	1	1	cartilage	-0.7973639266462975	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LINC00507	1	1	cartilage	-0.7998831062185074	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
SLC7A13	1	1	cartilage	-0.8067148634172971	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LOC401557	1	1	cartilage	-0.8067647096862731	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
FOXI3	1	1	cartilage	-0.8074707024986248	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
OR13C4	1	1	cartilage	-0.8085479210411511	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
POTEC	1	1	cartilage	-0.8086371768258557	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LOC145820	1	1	cartilage	-0.811039110751073	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
KLKP1	1	1	cartilage	-0.81213655370372	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
EGFLAM-AS4	1	1	cartilage	-0.8153755962019489	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
CT60	1	1	cartilage	-0.8173430828773698	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LINC00538	1	1	cartilage	-0.8241377483744784	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
KCNMB2-IT1	1	1	cartilage	-0.8259283085611667	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
OR1N1	1	1	cartilage	-0.8270739811614563	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
PLGLA	1	1	cartilage	-0.8271961022060608	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
OR10K2	1	1	cartilage	-0.8289250570037554	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
OR6Y1	1	1	cartilage	-0.8295339346759469	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
LINC00359	1	1	cartilage	-0.8320890449684746	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
DNAJB3	1	1	cartilage	-0.8354637083716687	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
NPBWR1	1	1	cartilage	-0.8376435663469313	-1.7704744296397728	0.07664814039072596	0	1	0.5659786512445403	S2_high_or_inverse
INSM1	5	3	cartilage;meniscus;synovium	-0.4548576419899593	-1.7735736254074475	0.07613370351676037	1	4	0.5659786512445403	S2_high_or_inverse
C9ORF129	2	2	cartilage;meniscus	-0.6565096609026403	-1.7743942763451466	0.07599795595051716	0	2	0.5659786512445403	S2_high_or_inverse
AK127224	1	1	synovium	-0.7660585395541444	-1.7761381327663306	0.0757101523959392	0	1	0.5649499466726262	S2_high_or_inverse
RHOH	3	2	cartilage;synovium	-0.3227455485424921	-1.7772975250149465	0.07551930066102729	0	3	0.5642555389310747	S2_high_or_inverse
PLA2G4B	1	1	cartilage	-0.8357583032453679	-1.7780437055792944	0.07539667701165872	0	1	0.5640825268246921	S2_high_or_inverse
PGPEP1L	2	2	cartilage;synovium	-0.5447542408336531	-1.7786555940087654	0.0752962436033751	0	2	0.5637029669633534	S2_high_or_inverse
LOC100133286	1	1	cartilage	-0.681182364635759	-1.7812466755479293	0.07487216158206532	0	1	0.5612690394340945	S2_high_or_inverse
MIR548G	1	1	cartilage	-0.7507465148414172	-1.7812466755479293	0.07487216158206532	0	1	0.5612690394340945	S2_high_or_inverse
LSAMP-AS3	1	1	cartilage	-1.0229114501821392	-1.7812466755479293	0.07487216158206532	0	1	0.5612690394340945	S2_high_or_inverse
COL18A1-AS1	3	3	cartilage;meniscus;synovium	-0.628808251703172	-1.787010564289673	0.07393578113182726	0	3	0.558308674831681	S2_high_or_inverse
S100G	3	3	cartilage;meniscus;synovium	-0.4823781771121076	-1.787261787267472	0.07389518707386543	1	2	0.5581879532412799	S2_high_or_inverse
ASZ1	1	1	cartilage	-0.7781486082676766	-1.7888167230968037	0.07364433680164786	0	1	0.5571056407132143	S2_high_or_inverse
BMP3	2	2	cartilage;synovium	-0.6306299394803485	-1.7888886623319797	0.07363274806698475	1	1	0.5571056407132143	S2_high_or_inverse
LOC442497	1	1	cartilage	-0.9086831702731873	-1.7897058286341232	0.07350121490284464	0	1	0.556547072569997	S2_high_or_inverse
EPHA1-AS1	1	1	cartilage	-0.9363543955958384	-1.7897058286341232	0.07350121490284464	0	1	0.556547072569997	S2_high_or_inverse
LOC100506737	1	1	meniscus	-0.42416105603187526	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TMEM65-3	1	1	meniscus	-0.45227694732816154	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-NGDN-1	1	1	meniscus	-0.5775818717171075	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ZNF672-1	1	1	meniscus	-0.7356421887013029	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
ZNF425	1	1	meniscus	-0.7601650047136194	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-METTL11A-2	1	1	meniscus	-0.7837803555874228	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-CCKAR-5	1	1	meniscus	-0.8217212478826571	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
FOXK1	1	1	meniscus	-0.8736050706691552	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ROPN1L-1	1	1	meniscus	-0.8887323979441483	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LINC00316	1	1	meniscus	-0.8892889069611892	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
MED29	1	1	meniscus	-0.8899851532897122	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TBL1XR1-6	1	1	meniscus	-0.9038381323919368	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TLE2-1	1	1	meniscus	-0.9134394281177844	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ANP32E-1	1	1	meniscus	-0.9171650786028278	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-DYDC1-3	1	1	meniscus	-0.9247795719823557	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC729609	1	1	meniscus	-0.9303112126053567	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
SNORD61	1	1	meniscus	-0.9390927323253095	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-INPPL1-3	1	1	meniscus	-0.9668019466535172	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
ZNF774	1	1	meniscus	-0.9766896622801841	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC101928540	1	1	meniscus	-0.9784248437592447	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ACOT11-1	1	1	meniscus	-0.985177833060375	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-AL391421.1-5	1	1	meniscus	-0.9976070141627251	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
DCUN1D3	1	1	meniscus	-1.005752193456123	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
XLOC_L2_009216	1	1	meniscus	-1.0074839845249959	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
MYT1L-AS1	1	1	meniscus	-1.0100287431542878	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC101929056	1	1	meniscus	-1.022201973472206	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LINC01053	1	1	meniscus	-1.0237914616315713	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
XLOC_L2_005869	1	1	meniscus	-1.0330744095902984	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ATP1A1OS-4	1	1	meniscus	-1.0339715988571574	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-THADA-4	1	1	meniscus	-1.045870646993371	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-SHARPIN-2	1	1	meniscus	-1.0464653951041547	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-C12ORF12-2	1	1	meniscus	-1.051597411967445	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TEFM-2	1	1	meniscus	-1.062883489393392	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-IL12RB2-1	1	1	meniscus	-1.07218916943811	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
MUCL1	1	1	meniscus	-1.0788081097187012	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-CLMP-1	1	1	meniscus	-1.0790230782019365	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ZNF516-5	1	1	meniscus	-1.0799889094756934	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC149684	1	1	meniscus	-1.0818186214653764	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
PDX1-AS1	1	1	meniscus	-1.0924122632616164	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-C1ORF227-1	1	1	meniscus	-1.0982909570018813	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ATG16L2-4	1	1	meniscus	-1.103329001341704	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ACCN1-2	1	1	meniscus	-1.1175308357200562	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-BCL7C-1	1	1	meniscus	-1.1185524451019204	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ANGPT2-6	1	1	meniscus	-1.1197744178721307	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-NLRP12-1	1	1	meniscus	-1.1210813909468091	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-KHDRBS3-9	1	1	meniscus	-1.1279326688939109	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-CWC27-1	1	1	meniscus	-1.12794477683981	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ZDHHC17-1	1	1	meniscus	-1.1304160220603299	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-KIAA1704-2	1	1	meniscus	-1.1321284678432626	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-GADD45B-1	1	1	meniscus	-1.1396897228056364	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-GMDS-3	1	1	meniscus	-1.1498669939297304	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TGS1-1	1	1	meniscus	-1.1521451827023097	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-DTNBP1-1	1	1	meniscus	-1.1525704781140929	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
XLOC_L2_012806	1	1	meniscus	-1.1550399233274555	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-WRN-3	1	1	meniscus	-1.1562254433689636	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-OR1J2-2	1	1	meniscus	-1.1599065405364968	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
ERICH6B	1	1	meniscus	-1.166029349136191	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC100507006	1	1	meniscus	-1.1700133049809058	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC102724247	1	1	meniscus	-1.1750140827883	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
C6ORF229	1	1	meniscus	-1.1872649798430375	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
TECTB	1	1	meniscus	-1.1884942729871342	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-SRD5A1-1	1	1	meniscus	-1.1932721955263799	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC101928389	1	1	meniscus	-1.1951553846534704	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-CHN2-3	1	1	meniscus	-1.1962753272530402	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-SFTA2-3	1	1	meniscus	-1.204473279055044	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-CRYBA4-7	1	1	meniscus	-1.2092242749311506	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
OSTM1-AS1	1	1	meniscus	-1.2117249351548731	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC101929469	1	1	meniscus	-1.220099631258854	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-CLDN5-1	1	1	meniscus	-1.223154502572854	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-ASB7-4	1	1	meniscus	-1.2259265202966534	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
XLOC_L2_008086	1	1	meniscus	-1.2294475203270914	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-FAM213B-2	1	1	meniscus	-1.2373819708997864	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-RPS27L-2	1	1	meniscus	-1.2413064884530174	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LOC102724768	1	1	meniscus	-1.241757495964389	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TSPYL6-1	1	1	meniscus	-1.2466930640850324	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-SH2D4B-2	1	1	meniscus	-1.2551887365439727	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-AP002478.1-2	1	1	meniscus	-1.2653710106424807	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-RNF135-2	1	1	meniscus	-1.275380266021044	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
ERAS	1	1	meniscus	-1.275949809296749	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
ZW10	1	1	meniscus	-1.281454624900478	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-BTN2A1-1	1	1	meniscus	-1.2817230792125316	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
ANTXRLP1	1	1	meniscus	-1.284087633848391	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-TNP1-1	1	1	meniscus	-1.293481039817024	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
CLSTN2-AS1	1	1	meniscus	-1.350740902148492	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
LNC-EXTL1-1	1	1	meniscus	-1.3744030963481826	-1.7945384156293687	0.07272727272727275	0	1	0.5526785442363333	S2_high_or_inverse
AC021224.1	1	1	synovium	-0.8566924216852825	-1.7948790792392972	0.07267296782939063	0	1	0.5526785442363333	S2_high_or_inverse
PLA2G2E	2	1	synovium	-0.7161920968600478	-1.7994928356812527	0.07194075619302989	0	2	0.5526785442363333	S2_high_or_inverse
TJP2	2	1	synovium	-0.7292576049853567	-1.7994928356812527	0.07194075619302989	0	2	0.5526785442363333	S2_high_or_inverse
AIDA	2	1	synovium	-0.7377235172933574	-1.7994928356812527	0.07194075619302989	0	2	0.5526785442363333	S2_high_or_inverse
DENND5B-AS1	2	2	cartilage;meniscus	-0.7183112942581721	-1.7999708687592275	0.07186523817859297	0	2	0.5526785442363333	S2_high_or_inverse
HCG9	3	2	cartilage;synovium	-0.7160956444606261	-1.8006899896437145	0.07175175627996894	0	3	0.5526785442363333	S2_high_or_inverse
SMARCA1	2	2	meniscus;synovium	-0.794602542199295	-1.801576336345881	0.07161208710767347	0	2	0.5526785442363333	S2_high_or_inverse
C15ORF27	2	2	meniscus;synovium	-0.6495548777358768	-1.8052928411936902	0.07102886928858787	0	2	0.5526785442363333	S2_high_or_inverse
SNORA45	2	2	cartilage;synovium	-0.35933386685279217	-1.8060483184628	0.0709107924869921	0	2	0.5526785442363333	S2_high_or_inverse
FIGF	5	3	cartilage;meniscus;synovium	-0.5877553779327841	-1.808042266877874	0.07059992250579471	0	5	0.5526785442363333	S2_high_or_inverse
SNORD1A	2	2	cartilage;meniscus	-0.4030146363656249	-1.8082754937056538	0.07056363400625064	0	2	0.5526785442363333	S2_high_or_inverse
AK5	3	1	synovium	-0.677735085988509	-1.810967857449259	0.07014582732859775	0	3	0.5526785442363333	S2_high_or_inverse
UCP1	3	2	cartilage;synovium	-0.6277285842909902	-1.8163099051394034	0.06932284667386807	0	3	0.5526785442363333	S2_high_or_inverse
GAS2	3	2	cartilage;synovium	-0.5162497095127679	-1.8180841865641335	0.06905126655677814	1	2	0.5526785442363333	S2_high_or_inverse
MIR1205	1	1	cartilage	-0.7547539269228689	-1.8203780795216589	0.06870144827292009	0	1	0.5526785442363333	S2_high_or_inverse
CR1L	1	1	cartilage	-0.8041525166287002	-1.8215617799260384	0.0685215046156606	0	1	0.5526785442363333	S2_high_or_inverse
BTLA	1	1	cartilage	-0.890638946711187	-1.8215617799260384	0.0685215046156606	0	1	0.5526785442363333	S2_high_or_inverse
MIR570	1	1	cartilage	-0.767551514314219	-1.8253332880284083	0.06795074975689101	0	1	0.5526785442363333	S2_high_or_inverse
TFF3	4	3	cartilage;meniscus;synovium	-0.6020192518826287	-1.8266331823095991	0.06775494076711062	0	4	0.5526785442363333	S2_high_or_inverse
MT1JP	1	1	cartilage	-0.6733677472408639	-1.8294770692704374	0.0673281714148563	0	1	0.5526785442363333	S2_high_or_inverse
ZNF41	2	1	synovium	-0.7930514284105747	-1.830182046776473	0.06722272145921684	0	2	0.5526785442363333	S2_high_or_inverse
LRRC38	2	2	cartilage;synovium	-0.6747597367885829	-1.8312513715824967	0.0670630322265616	0	2	0.5526785442363333	S2_high_or_inverse
UQCRB	1	1	synovium	-1.0467623798087493	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
RRAGB	1	1	synovium	-1.0766898277742625	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
OAS3	1	1	synovium	-1.1087058708663695	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
HAAO	1	1	synovium	-1.1156971043113002	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
NET1	1	1	synovium	-1.1389929218039898	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
IQCJ-SCHIP1	1	1	synovium	-1.152358832293536	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
LOC100289097	1	1	synovium	-1.170801769050053	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
BTN3A3	1	1	synovium	-1.1855300534233495	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
ESR1	1	1	synovium	-1.188053566049586	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
C8ORF17	1	1	synovium	-1.2126843043574604	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
RRAS2	1	1	synovium	-1.2152465754254491	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
TMEM135	1	1	synovium	-1.2376010471701795	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
TMEM14A	1	1	synovium	-1.2533599710508616	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
PECR	1	1	synovium	-1.2868669415496625	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
ADD3	1	1	synovium	-1.2950118366445058	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
KHDRBS3	1	1	synovium	-1.319333482503827	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
GAS6	1	1	synovium	-1.3225707937601179	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
ADH5	1	1	synovium	-1.3964276999229934	-1.8339146358159146	0.06666666666666662	0	1	0.5526785442363333	S2_high_or_inverse
CYP17A1	3	3	cartilage;meniscus;synovium	-0.66166849376629	-1.8343971575126188	0.06659506125660111	0	3	0.5526785442363333	S2_high_or_inverse
RBL1	2	1	synovium	-0.6900483075388341	-1.8352541094775663	0.06646804716549502	0	2	0.5526785442363333	S2_high_or_inverse
HOXA10-HOXA9	2	1	synovium	-0.8502290070692899	-1.8352541094775663	0.06646804716549502	0	2	0.5526785442363333	S2_high_or_inverse
GPR15	2	2	cartilage;synovium	-0.7603893209275445	-1.8361620911842949	0.0663336874233543	0	2	0.5526785442363333	S2_high_or_inverse
PCDHB12	2	1	synovium	-0.8371906902970803	-1.837326556948164	0.06616170167508072	0	2	0.5526785442363333	S2_high_or_inverse
HTA	1	1	cartilage	-0.876848849287156	-1.8420847064747685	0.06546276048258003	0	1	0.5526785442363333	S2_high_or_inverse
CITED1	1	1	cartilage	-0.9214809699229428	-1.8420847064747685	0.06546276048258003	0	1	0.5526785442363333	S2_high_or_inverse
MBOAT4	1	1	cartilage	-0.9370757009699907	-1.8420847064747685	0.06546276048258003	0	1	0.5526785442363333	S2_high_or_inverse
ABCD2	5	3	cartilage;meniscus;synovium	-0.2984404887615911	-1.8444861912859238	0.06511231642129228	3	2	0.5526785442363333	S2_high_or_inverse
AQP2	3	3	cartilage;meniscus;synovium	-0.537155070375729	-1.8561023658650235	0.06343896860210968	1	2	0.5526785442363333	S2_high_or_inverse
ABCD4	2	1	synovium	-0.8358382923250967	-1.8575333509296454	0.0632353108459604	0	2	0.5526785442363333	S2_high_or_inverse
CLDN15	2	1	synovium	-1.0111610263441346	-1.8575333509296454	0.0632353108459604	0	2	0.5526785442363333	S2_high_or_inverse
AKIRIN1	2	1	synovium	-1.0823193439649708	-1.8575333509296454	0.0632353108459604	0	2	0.5526785442363333	S2_high_or_inverse
LRRC3B	3	3	cartilage;meniscus;synovium	-0.48237073491073496	-1.859134576235336	0.06300806538012309	0	3	0.5526785442363333	S2_high_or_inverse
SH3GL1P2	2	2	cartilage;synovium	-0.5893051625019922	-1.8605449063473751	0.0628084712415682	0	2	0.5526785442363333	S2_high_or_inverse
MIR3622B	1	1	cartilage	-0.7456412848011751	-1.862212433527381	0.06257315254900603	0	1	0.5526785442363333	S2_high_or_inverse
LOC388152	1	1	cartilage	-0.40372635884092445	-1.862908274762591	0.06247517242079662	0	1	0.5526785442363333	S2_high_or_inverse
STAR	5	3	cartilage;meniscus;synovium	-0.2648198316110943	-1.8638065059833113	0.06234888178708048	1	4	0.5526785442363333	S2_high_or_inverse
HCP5	3	2	cartilage;synovium	-0.46063784854979306	-1.866170188560838	0.0620175585146701	1	2	0.5511547250182911	S2_high_or_inverse
ADPRM	2	1	synovium	-0.6323820314199442	-1.8662208586170965	0.0620104719484419	0	2	0.5511547250182911	S2_high_or_inverse
OR6S1	2	2	cartilage;meniscus	-0.6906113124242665	-1.867451424267116	0.06183857426512499	0	2	0.5504011561857683	S2_high_or_inverse
MAGEA4	4	3	cartilage;meniscus;synovium	-0.5766310962692488	-1.8708620148479451	0.061364209211307384	1	3	0.5469492030449103	S2_high_or_inverse
NEUROD2	3	2	cartilage;synovium	-0.6565768345378402	-1.873117232145452	0.06105219828336476	0	3	0.5445961721824012	S2_high_or_inverse
FOXO3	2	1	synovium	-0.5980528378308358	-1.8771981148911885	0.06049094580978062	1	1	0.5400144095824729	S2_high_or_inverse
ACOX3	2	1	synovium	-0.7385512582821188	-1.8771981148911885	0.06049094580978062	1	1	0.5400144095824729	S2_high_or_inverse
LOC100509646	2	1	synovium	-0.769114389274768	-1.8771981148911885	0.06049094580978062	1	1	0.5400144095824729	S2_high_or_inverse
TSGA13	1	1	cartilage	-0.8866734610083892	-1.8782575592516442	0.06034593943407327	0	1	0.5393566942957124	S2_high_or_inverse
LINC00521	1	1	cartilage	-0.9009763243150526	-1.8782575592516442	0.06034593943407327	0	1	0.5393566942957124	S2_high_or_inverse
TVAS5	1	1	synovium	-0.8821922016352443	-1.8792343491779933	0.06021250140377914	0	1	0.5386450612349942	S2_high_or_inverse
MS4A10	2	2	cartilage;meniscus	-0.8298519863634742	-1.8800057073705534	0.06010730008540746	0	2	0.5386450612349942	S2_high_or_inverse
MNS1	2	1	synovium	-0.6987174913117636	-1.8830111330634227	0.059698859223832355	0	2	0.5386450612349942	S2_high_or_inverse
