k	program	mean_usage	median_usage	q95_usage	dominant_sample	dominant_sample_fraction	dominant_disease_status	dominant_disease_fraction	n_samples_detected
30	6	0.04806172333430326	0.0	0.2506522538898333	MenOA1	0.2566276896149256	OA	0.7653102056996712	14
30	7	0.0419486205251209	0.0	0.2003523350291988	MenNorm7	0.4090870372082639	normal	0.7992984759385893	14
30	8	0.03940661064164867	0.0	0.2381102284828472	MenNorm5	0.37178503947937486	normal	0.8533886280205337	14
30	9	0.043045609384166385	0.011720342093139002	0.1845544900683083	MenNorm5	0.15024316126528328	normal	0.6423961413741077	14
30	10	0.043707171691662695	0.024978728862415655	0.15520447203201235	MenNorm2	0.1684159386318817	normal	0.625832696606166	14
30	11	0.03452344443981763	0.0	0.180987265763489	MenOA1	0.2538154608058903	OA	0.8137670136995886	14
30	12	0.0351285941809859	0.0	0.1841877249564746	MenNorm3	0.1392355316720646	normal	0.5310151354633741	14
30	13	0.03945455626327356	0.0	0.22576748111011677	MenOA5	0.40981182874088457	OA	0.7782285519410195	14
30	14	0.030850068685306962	0.0	0.23577825944670916	MenNorm6	0.2773268634846478	OA	0.5049676672122762	14
30	15	0.03498598806763281	0.0	0.19909484752334886	MenOA1	0.1483450340586848	OA	0.6525313150271923	14
30	16	0.02442011369918881	0.0	0.16402413123297271	MenNorm1VAS	0.26440696499622196	normal	0.8917954891284033	14
30	17	0.025493249180230455	0.0	0.13396994471224064	MenNorm6	0.4283276697107067	normal	0.741351838504445	14
30	18	0.025395019370082508	0.0	0.13066004251959998	MenNorm4	0.42882536418814016	normal	0.8965350628420364	14
30	19	0.022761662437219533	0.0	0.13949079624559135	MenOA6	0.2741920247171183	OA	0.5440812951020361	14
30	20	0.01942090920871581	0.0	0.11343653506399409	MenOA4	0.15598371225640356	OA	0.6537201304950246	14
30	21	0.017925734746013746	0.0	0.09172309444886376	MenOA1	0.19864679964873366	OA	0.7509938708709056	14
30	22	0.014284938491347855	0.0	0.08729962997343915	MenNorm7	0.14133729106600704	normal	0.5790286032115567	14
30	23	0.013570564069861618	0.0	0.07006836228111547	MenNorm5	0.2731806146146596	normal	0.601346706723299	14
30	24	0.00460027138576434	0.0	0.017981251666913015	MenNorm6	0.22014781805306943	normal	0.6433974248367198	14
30	25	0.003451537280945584	0.0	0.015625765306853955	MenNorm3	0.10761418491454668	normal	0.5707609462366949	14
30	26	0.00326831353498283	0.0	0.013845468856299857	MenNorm6	0.14089647288711393	normal	0.6065407331400271	14
30	27	0.0023390855639691143	0.0	0.008887832936919082	MenOA4	0.23979143357907143	OA	0.6668271964401459	14
30	28	0.0019106951791360467	0.0	0.006948636956178461	MenOA4	0.23197563526763093	OA	0.5928436812562691	14
30	29	0.001423924288599894	0.0	0.005725426938944779	MenOA1	0.14851569147082225	OA	0.5030694809057552	14
30	30	0.000379810943731534	0.0	0.0008692501502345375	MenNorm4	0.18084373904149245	normal	0.5572792627874559	14
